"PARENT","WSM_CATNAME","LONG_DESC","EXTENDED DESCRIPTION","EXISTING ID","CAT_IMAGE","METADESCRIPTION","KEYWORDS","META TITLE","PRIORITY","CATEGORYPATH","ADDED","HIDDEN"
"Auto Meter Gauges - 98-03 Ford 7.3L","Factory Match Ford","<style>.wsm-cat-cat-image {display:none;}</style>
<img src=""http://usdieselparts.com/files/products/AUT/factory_match_ford.png"" alt=""Auto Meter Factory Match Ford Gauges"">
<p>Auto Meter Factory Match Ford Gauges - Whether you use your truck for work or play these gauges provide the race proven performance and accuracy you need to get the job done. Special Factory Match design blends seamlessly with original equipment instruments featuring soft green LED lighting and illuminated pointers for maximum visibility.</p>","","1161320","https://usdieselparts.com/images/F141253215","Auto Meter Factory Match Ford Gauges - Whether you use your truck for work or play these gauges provide the race proven performance and accuracy you need to get the job done. Special Factory Match design blends seamlessly with original equipment instruments featuring soft green LED lighting and illuminated pointers for maximum visibility.","Auto, Meter, Autometer, Factory, Match, Ford, 6.0, 6.0L, 7.3, 7.3L, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, Diesel, F250, F350, F-250, F-350, gage, guage, gauge, gages, guages, gauges, pyro, pyrometer, boost, fuel, rail, pressure","Factory Match Ford","500","Ford>1994-2003 Ford 7.3L Power Stroke>1999 - 2003 7.3L Ford Power Stroke>Gauges & Gauge Holders - 99-03 Ford 7.3L>Gauges - 98-03 Ford 7.3L>Auto Meter Gauges - 98-03 Ford 7.3L>Factory Match Ford","2015-09-24 04:26:03",""
"Auto Meter - 03-07 Ford 6.0L","Factory Match Ford","
<img src=""http://usdieselparts.com/files/products/AUT/factory_match_ford.png"" alt=""Auto Meter Factory Match Ford Gauges"">
<p>Auto Meter Factory Match Ford Gauges - Whether you use your truck for work or play these gauges provide the race proven performance and accuracy you need to get the job done. Special Factory Match design blends seamlessly with original equipment instruments featuring soft green LED lighting and illuminated pointers for maximum visibility.</p>","","1161322","https://usdieselparts.com/images/F141253224","Auto Meter Factory Match Ford Gauges - Whether you use your truck for work or play these gauges provide the race proven performance and accuracy you need to get the job done. Special Factory Match design blends seamlessly with original equipment instruments featuring soft green LED lighting and illuminated pointers for maximum visibility.","Auto, Meter, Autometer, Factory, Match, Ford, 6.0, 6.0L, 7.3, 7.3L, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, Diesel, F250, F350, F-250, F-350, gage, guage, gauge, gages, guages, gauges, pyro, pyrometer, boost, fuel, rail, pressure","Factory Match Ford","500","Ford>2003-2007 6.0L Ford Power Stroke>Gauges & Gauge Holders - 03-07 Ford 6.0L>Gauges - 03-07 Ford 6.0L>Auto Meter - 03-07 Ford 6.0L>Factory Match Ford","2015-09-24 10:26:03",""
"Auto Meter Competition Instruments","Ford Racing","<center><img src=""/files/products/AUT/ford-racing_1.jpg"" width=""785"" height=""156"" border=""0"" alt=""Auto Meter - Ford Racing - Gauges for the Ford Enthusiast!""></center>
<br />
<p>Officially licensed gauges built to Ford Racing’s exacting specs. Featuring bright anodized bezels, superior White LED through the dial lighting, and glowing orange pointers. Perfect for your Performance Ford project!</p>","","1161499","https://usdieselparts.com/images/F141259535","Auto Meter - Ford Racing - Officially licensed gauges built to Ford Racing’s exacting specs. Featuring bright anodized bezels, superior White LED through the dial lighting, and glowing orange pointers. Perfect for your Mustang or Performance Ford project!","Auto, Meter, Autometer, Ford, Racing, Gage, gages, guage, guages, gauge, gauges, mustang, Diesel, truck, performance, boost, fuel, oil, pressure, LED, digital, PSI, stepper, motor","Ford Racing - Auto Meter Gauges","500","Gauges>Auto Meter Competition Instruments>Ford Racing","2015-09-23 21:13:32",""
"2007.5 - 2018 6.7L Dodge Cummins","Heads, Head Gaskets, Head Studs & Bolt Kits - 2007.5-2018 Dodge 6.7L","Head Studs and Head Gaskets 2007 - 2015 Dodge 6.7L Cummins.","","1164705","https://usdieselparts.com/images/F144550140","","","","380","Dodge>2007.5 - 2018 6.7L Dodge Cummins>Heads, Head Gaskets, Head Studs & Bolt Kits - 2007.5-2018 Dodge 6.7L","2013-06-27 02:29:03",""
"Braking Solutions - 88-93 Dodge 5.9L","EGR Performance Disc Brake Conversion Kits - 88-93 Dodge 2500 RAM ","Disc brake conversion kits for 1988-1993 Dodge 2500 RAM Diesel Trucks","","1164719","https://usdieselparts.com/images/F141458283","Disc brake conversion kits for 1988-1993 Dodge 2500 RAM Diesel Trucks","","EGR Performance Disc Brake Conversion Kits - 88-93 Dodge 2500 RAM ","500","Dodge>1988 - 1993 5.9L Dodge 12 Valve>Braking Solutions - 88-93 Dodge 5.9L>EGR Performance Disc Brake Conversion Kits - 88-93 Dodge 2500 RAM ","2015-09-29 18:34:39","1"
"Braking Solutions - 94-98 Dodge 5.9L","EGR Performance Brakes - 94-98 Dodge 5.9L","Disc brake conversion kits for 1994-1998 Dodge 2500 RAM Diesel Trucks","","1164720","https://usdieselparts.com/images/F141458285","Disc brake conversion kits for 1994-1998 Dodge 2500 RAM Diesel Trucks","","EGR Performance Brakes - 94-98 Dodge 5.9L","500","Dodge>1994 - 1998 5.9L Dodge 12 Valve>Braking Solutions - 94-98 Dodge 5.9L>EGR Performance Brakes - 94-98 Dodge 5.9L","2015-09-30 00:34:39","1"
"Uncategorized","HSM Uncategorized","","","1164822","https://usdieselparts.com/images/F144578222","","","","7","Uncategorized>HSM Uncategorized","2015-09-30 15:48:08",""
"Injectors - 94-98 Dodge 5.9L","Bosch Diesel Injectors - 94-98 Dodge 5.9L Cummins","<div id=""lpwrapper"">
<p>
    The Bosch name is synonymous with quality when it comes to diesel fuel injection. 
    Those who insist upon the best will demand OEM every time. When 
    you choose OEM injectors for your 12 valve Cummins, you'll get more power, 
    better mileage, smoother idle, increased longevity and a superior warranty from the best name in the diesel industry.</p>
</div>
","","1169239","https://usdieselparts.com/images/F144554796","Bosch diesel injectors for 1994-1998 Dodge 12v Cummins engines.","bosch, diesel, injectors, dodge, cummins","Bosch Diesel Injectors - 1994 - 1998 Dodge 5.9L 12V Cummins","501","Dodge>1994 - 1998 5.9L Dodge 12 Valve>Fuel System Components - 94-98 Dodge 5.9L>Injectors - 94-98 Dodge 5.9L>Bosch Diesel Injectors - 94-98 Dodge 5.9L Cummins","2015-10-13 22:20:17",""
"Injectors - 94-98 Dodge 5.9L","Dynomite Diesel Injectors - 94-98 Dodge 5.9L Cummins","<div id=""lpwrapper"">
<center><img src=""../files/images/DDP.png"" width=""850"" border=""0"" height=""200""></center>
<center>
<div class=""QuickTitle"" Style=""text-align: center; border-radius: 14px 14px 0 0;"">Dynomite Diesel Injectors for 1994-1998 Dodge 5.9L Cummins Diesel</div>
</center>

<p>Dynomite Diesel Products started out as the secret the pro's used to win - their ace in the hole! They quickly became well known on the diesel scene for their ability to produce THE best high performance injectors and nozzles available. Dynomite uses Bosch injectors as their base platform and uses a precision extrude honing process to build their renowned performance injectors. Whether you are looking to dominate the competition or simply give your stock truck some more pulling power, investing in a set of Dynomite Diesel injectors or nozzles is a good decision.</p>
</div>
<style>.wsm-cat-cat-image {display: none;}</style>
","","1169240","https://usdieselparts.com/images/F141797833","Dynomite Diesel Injectors - 1994-1998 Dodge 5.9L Cummins. Dynomite Diesel Products is well known on the diesel scene 
    for their ability to produce THE best high performance injectors and nozzles 
    available.","dynomite, diesel, dodge, cummins, injectors","Dynomite Diesel Injectors - 94-98 Dodge 5.9L Cummins","500","Dodge>1994 - 1998 5.9L Dodge 12 Valve>Fuel System Components - 94-98 Dodge 5.9L>Injectors - 94-98 Dodge 5.9L>Dynomite Diesel Injectors - 94-98 Dodge 5.9L Cummins","2015-10-13 22:39:13",""
"Injectors - 94-98 Dodge 5.9L","PDI Performance Diesel Injectors - 94-98 Dodge 5.9L Cummins","<div id=""lpwrapper"">
<center><img src=""../files/images/pdi_banner.jpg"" width=""825"" border=""0"" height=""150""></center>
<br />      
  <p align=""left""><b>PDI Performance Diesel Injectors - 1994-1998 Dodge 5.9L Cummins</b><br>
Don't let the price fool you... our PDI Performance Diesel Injector brand is our very own ""in-house"" performance injector line that we have been building since the mighty 12V Cummins roared onto the scene. We use only genuine Bosch injectors and NEW Bosch nozzles in every PDI injector kit to ensure you are getting the best injector available. We bring years of knowledge and expertise to the table to offer you a top quality injector and a rock solid 1-year warranty.</p>
</div>
","","1169241","https://usdieselparts.com/images/F141797845","Bosch diesel injectors for 1994-1998 Dodge 12v Cummins engines.","bosch, diesel, injectors, dodge, cummins","PDI Performance Diesel Injectors - 94-98 Dodge 5.9L Cummins","499","Dodge>1994 - 1998 5.9L Dodge 12 Valve>Fuel System Components - 94-98 Dodge 5.9L>Injectors - 94-98 Dodge 5.9L>PDI Performance Diesel Injectors - 94-98 Dodge 5.9L Cummins","2015-10-14 04:20:17","1"
"Injectors - 98.5-02 Dodge 24V","Dynomite Diesel Injectors - 98-02 Dodge 5.9L 24V Cummins","<div id=""lpwrapper"">
<center><img src=""../files/images/DDP.png"" width=""850"" border=""0"" height=""200""></center>
  <p align=""left""><b>Dynomite Diesel Injectors - 1998.5-2002 Dodge 5.9L 24V Cummins</b><br>
    Dynomite Diesel Products started out as the secret the pro's used to win - 
    their ace in the hole! They quickly became well known on the diesel scene 
    for their ability to produce THE best high performance injectors and nozzles 
    available. Dynomite uses Bosch injectors as their base platform and uses a precision extrude honing process to build their renowned performance injectors. Whether you are looking to dominate the competition or simply give your stock truck 
    some more pulling power, investing in a set of Dynomite Diesel injectors or 
    nozzles is a good decision. </p>
</div>
"," 
<p align=""left"">Dynomite Diesel builds the best performance injectors available. 
  The folks at Dynomite Diesel are constantly testing new products to provide 
  the best driving experience possible. Why buy <a href=""http://www.dynomitediesel.com/#!985-02-59l-24-valve/ckmh"" target=""_blank"">Dynomite 
  Diesel Injectors</a> for your Dodge Cummins engine instead of injectors from 
  another company? The reasons are simple: Better Reliability - More Power - Lower 
  EGT’s - Less Smoke - Increased Fuel Mileage - Smoother Idle - Quieter Engine Operation. </p>
","1169330","https://usdieselparts.com/images/F142007663","Dynomite Diesel's performance injectors for 1998.5 - 2002 Dodge 24V 5.9L Cummins Diesel.  Dynomite Diesel Products started out as the secret the pro's used to win - their ace in the hole! They quickly became well known on the diesel scene for their ability to produce THE best high performance injectors and nozzles available. Dynomite uses Bosch injectors as their base platform and uses a precision extrude honing process to build their renowned performance injectors. Whether you are looking to dominate the competition or simply give your stock truck some more pulling power, investing in a set of Dynomite Diesel injectors or nozzles is a good decision.","Dynomite, Dynamite, Diesel, performance, HP, horsepower, injector, injectors, nozzle, nozzles, best, good, great, 1998, 1999, 2000, 2001, 2002, Dodge, RAM, 2500, 3500, 24, valve, ISB, 24V, 5.9, 5.9L, Cummins, truck, competition, race, sled, pull, sledpull, custom, bosch","Dynomite Diesel Injectors - 1998.5-2002 Dodge 5.9L 24V Cummins","502","Dodge>1998 - 2002 5.9L Dodge 24 Valve>Fuel System Components - 98.5-02 Dodge 24V>Injectors - 98.5-02 Dodge 24V>Dynomite Diesel Injectors - 98-02 Dodge 5.9L 24V Cummins","2015-10-15 22:46:13",""
"Injectors - 98.5-02 Dodge 24V","Bosch Diesel Injectors - 98-02 Dodge 5.9L 24V Cummins","<div id=""lpwrapper"">      
  <p align=""left"">
    The Bosch name is synonymous with quality when it comes to diesel fuel injection. 
    Those who insist upon the best will demand OEM every time. When 
    you choose Bosch injectors for your 24 valve Cummins, you'll get more power, 
    better mileage, smoother idle, increased longevity and a superior warranty from the best name in the diesel industry.  We recommend changing out injector tubes and a fresh fuel filter when installing - New injectors are a good investment and worth protecting to ensure their longevity.</p>
</div>
","","1169331","https://usdieselparts.com/images/F144554795","Bosch injectors for the 1998.5 - 2002 Dodge 24V 5.9L ISB Cummins Diesel.","OEM, OE, Bosch, injector, injectors, stock, 1998, 1999, 2000, 2001, 2002, Dodge, 24, valve, 24V, 5.9, 5.9L, Cummins, ISB, diesel, performance, new, reman, ","Bosch Diesel Injectors - 1998.5-2002 Dodge 5.9L 24V Cummins","504","Dodge>1998 - 2002 5.9L Dodge 24 Valve>Fuel System Components - 98.5-02 Dodge 24V>Injectors - 98.5-02 Dodge 24V>Bosch Diesel Injectors - 98-02 Dodge 5.9L 24V Cummins","2015-10-15 22:54:08",""
"Injectors - 98.5-02 Dodge 24V","PDI Performance Diesel Injectors - 98-02 Dodge 5.9L 24V Cummins","<div id=""lpwrapper"">
<center><img src=""../files/images/pdi_banner.jpg"" width=""825"" border=""0"" height=""150""></center>
<br />      
  <p align=""left""><b>PDI Performance Diesel Injectors - 1998.5-2002 Dodge 5.9L 24V Cummins</b><br>
Don't let the price fool you... the PDI Performance Diesel Injector brand is our very own ""in-house"" performance injector line that we have been building since the innovative 24V Cummins was introduced. We use only genuine Bosch injectors and NEW Bosch nozzles in every PDI injector kit to ensure you are getting the best injector available. We bring years of knowledge and expertise to the table to offer you a top quality injector and a rock solid 1-year warranty.</p>
</div>
","","1169332","https://usdieselparts.com/images/F142007701","Performance Diesel Injectors for the 1998.5 - 2002 Dodge 24V 5.9L Cummins Diesel.  Don't let the price fool you... our PDI Performance Diesel Injector brand is our very own ""in-house"" performance injector line that US Diesel Parts been building since the innovative 24V Cummins was introduced. We use only genuine Bosch injectors and NEW Bosch nozzles in every PDI injector kit to ensure you are getting the best injector available. We bring years of knowledge and expertise to the table to offer you a top quality injector and a rock solid 1-year warranty.","","PDI Performance Diesel Injectors - 1998.5-2002 Dodge 5.9L 24V Cummins","501","Dodge>1998 - 2002 5.9L Dodge 24 Valve>Fuel System Components - 98.5-02 Dodge 24V>Injectors - 98.5-02 Dodge 24V>PDI Performance Diesel Injectors - 98-02 Dodge 5.9L 24V Cummins","2015-10-15 22:56:05","1"
"Injectors & Nozzles - 2007-2018 Dodge 6.7L","BD Diesel - Injectors - 2007-2018 Dodge 6.7L Cummins","<div id=""lpwrapper"">

<center>
<div class=""QuickTitle"" Style=""text-align: center; border-radius: 14px 14px 0 0;"">BD Diesel - Injectors for 2007 - 2018 Dodge 6.7L Diesel</div>
</center>    
<p>BD Diesel is well known nation wide for quality and reliability when it comes to stock or performance diesel parts and products.</p>
</div>
<style>.wsm-cat-cat-image {display: none;}</style>","","1170570","https://usdieselparts.com/images/F144591102","","performance, diesel, injector, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, Dodge, 6.7, 6.7L, Cummins","BD Diesel - Injectors - 2007-2018 Dodge 6.7L Cummins","502","Dodge>2007.5 - 2018 6.7L Dodge Cummins>Fuel System Components - 2007.5-2018 Dodge 6.7L>Injectors & Nozzles - 2007-2018 Dodge 6.7L>BD Diesel - Injectors - 2007-2018 Dodge 6.7L Cummins","2015-10-19 14:24:28",""
"Injectors & Nozzles - 2007-2018 Dodge 6.7L","Bosch Diesel Injectors - 2007-2018 Dodge 6.7L Cummins","<div id=""lpwrapper"">
<center><img src=""../files/images/bosch_banner_94-98_dodge_in.jpg"" width=""825"" border=""0"" height=""150""></center>
<br />      
<center>
<div class=""QuickTitle"" Style=""text-align: center; border-radius: 14px 14px 0 0;"">Bosch Injectors for 2007+ Dodge 6.7L diesel engine</div>
</center>

<p>
    The Bosch name is synonymous with quality when it comes to diesel fuel injection. 
    Those who insist upon the best will demand the Bosch name every time. When 
    you choose Bosch injectors for your Duramax, you'll get more power, 
    better mileage, smoother idle, increased longevity and a superior warranty from the best name in the diesel industry.</p>

<p>For simplicity, we've also added the common parts to this category that you should change out when rebuilding or installing a new set of injectors such as fuel filters, O-rings and connector tubes.  A clean fuel system ensures the longest life possible for your injectors which is why we also suggest a fuel purification system such as a <a href=""http://usdieselparts.com/c-778797"">FASS</a> or <a href=""http://usdieselparts.com/c-802770"">AirDog</a> system.</p>
</div>
<style>.wsm-cat-cat-image {display: none;}</style>","","1170571","https://usdieselparts.com/images/F144554793","Stock injectors for the 2007+ Dodge 6.7L diesel engine.  New and remanufactured from a quality brand names like Bosch - when you simply need your truck to run like it used to this is where you go.","stock, injector, injectors, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, dodge, cummins, diesel, 6.7, 6.7L, bosch, reman, remanufactured, new","Bosch Diesel Injectors - 07+ Dodge 6.7L","501","Dodge>2007.5 - 2018 6.7L Dodge Cummins>Fuel System Components - 2007.5-2018 Dodge 6.7L>Injectors & Nozzles - 2007-2018 Dodge 6.7L>Bosch Diesel Injectors - 2007-2018 Dodge 6.7L Cummins","2015-10-19 14:33:51",""
"Injectors & Nozzles - 2007-2018 Dodge 6.7L","Injector Related Parts - 2007-2018 Dodge 6.7L Cummins","Injector related parts for the 2007+ Dodge 6.7L Diesel engine.  If you are looking to change out your injectors or upgrade them with some fresh performance nozzles, this is where you should go.  From O-Rings to the valve cover gasket and fuel filter, these are also the parts we recommend for when it comes time to do your injectors.","","1170572","https://usdieselparts.com/images/F144230087","Injector related parts for the 2007+ Dodge 6.7L Diesel engine.  If you are looking to change out your injectors or upgrade them this is where you should go.  From O-Rings to the valve cover gasket and fuel filter, these are also the parts we recommend for when it comes time to do your injectors.","injector, parts, connector, tube, high, pressure, o, ring, oring, o-ring, fuel, filter, valve, cover, gasket, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, Dodge, Cummins, 6.7, 6.7L, diesel","","499","Dodge>2007.5 - 2018 6.7L Dodge Cummins>Fuel System Components - 2007.5-2018 Dodge 6.7L>Injectors & Nozzles - 2007-2018 Dodge 6.7L>Injector Related Parts - 2007-2018 Dodge 6.7L Cummins","2015-10-19 14:58:17",""
"Accessories","Fia Winterfronts","Winterfront and bug guards by FIA for Chevy, Dodge and Ford diesel trucks.","","1171155","","Winterfront and bug guards by FIA for GM, Dodge and Ford diesel trucks.","FIA, Winter, Front, Winterfront, bug, netting, guard, Chevy, GM, GMC, Dodge, Ford, Diesel, truck, grill, guard","","400","Accessories>Fia Winterfronts","2015-10-21 14:46:50",""
"Injectors - 88-93 Dodge 5.9L","Dynomite Diesel Injectors - 88-93 Dodge 5.9L Cummins 12V","<div id=""lpwrapper"">
<center><img src=""../files/images/DDP.png"" width=""850"" border=""0"" height=""200""></center>
  <p align=""left""><b>Dynomite Diesel Injectors - 1988-1993 Dodge 5.9L Cummins 12V</b><br>
    Dynomite Diesel Products started out as the secret the pro's used to win - 
    their ace in the hole! They quickly became well known on the diesel scene 
    for their ability to produce THE best high performance injectors and nozzles 
    available. Dynomite uses Bosch injectors as their base platform and uses a precision extrude honing process to build their renowned performance injectors. Whether you are looking to dominate the competition or simply give your stock truck 
    some more pulling power, investing in a set of Dynomite Diesel injectors or 
    nozzles is a good decision. </p>
</div>","","1175238","https://usdieselparts.com/images/F142538358","Dynomite Diesel Injectors - 1989-1993 Dodge 5.9L Cummins. Dynomite Diesel Products is well known on the diesel scene 
    for their ability to produce THE best high performance injectors and nozzles 
    available.","dynomite, diesel, dodge, cummins, injectors","Dynomite Diesel Injectors - 88-93 Dodge 5.9L Cummins 12V","500","Dodge>1988 - 1993 5.9L Dodge 12 Valve>Injectors - 88-93 Dodge 5.9L>Dynomite Diesel Injectors - 88-93 Dodge 5.9L Cummins 12V","2015-10-29 21:00:14",""
"Injectors - 88-93 Dodge 5.9L","Bosch Diesel Injectors - 89-93 Dodge 5.9L Cummins","<div id=""lpwrapper"">    
  <p align=""left"">
    The brand name is synonymous with quality when it comes to diesel fuel injection. 
    Those who insist upon the best will demand OEM every time. When 
    you choose these injectors for your 12 valve Cummins, you'll get more power, 
    better mileage, smoother idle, increased longevity and a superior warranty from the best name in the diesel industry.</p>
</div>
","","1175243","https://usdieselparts.com/images/F144554797","Bosch diesel injectors for 1989-1993 Dodge 12v Cummins engines.","bosch, diesel, injectors, dodge, cummins","Bosch Diesel Injectors - 1989 - 1993 Dodge 5.9L 12V Cummins","500","Dodge>1988 - 1993 5.9L Dodge 12 Valve>Injectors - 88-93 Dodge 5.9L>Bosch Diesel Injectors - 89-93 Dodge 5.9L Cummins","2015-10-14 04:20:17",""
"Injectors - 88-93 Dodge 5.9L","PDI Performance Diesel Injectors - 88-93 Dodge 5.9L Cummins","<div id=""lpwrapper"">
<center><img src=""../files/images/pdi_banner.jpg"" width=""825"" border=""0"" height=""150""></center>
<br />      
  <p align=""left""><b>PDI Performance Diesel Injectors - 1988-1993 Dodge 5.9L Cummins</b><br>
Don't let the price fool you... our PDI Performance Diesel Injector brand is our very own ""in-house"" performance injector line that we have been building since the mighty 12V Cummins roared onto the scene. We use only genuine Bosch injectors and NEW Bosch nozzles in every PDI injector kit to ensure you are getting the best injector available. We bring years of knowledge and expertise to the table to offer you a top quality injector and a rock solid 1-year warranty.</p>
</div>
","","1175244","https://usdieselparts.com/images/F142538362","Bosch diesel injectors for 1988-1993 Dodge 12v Cummins engines.","bosch, diesel, injectors, dodge, cummins","PDI Performance Diesel Injectors - 88-93 Dodge 5.9L Cummins","499","Dodge>1988 - 1993 5.9L Dodge 12 Valve>Injectors - 88-93 Dodge 5.9L>PDI Performance Diesel Injectors - 88-93 Dodge 5.9L Cummins","2015-10-14 10:20:17","1"
"Injectors - 03-07 Dodge 5.9L","Bosch Diesel Injectors - 03-07 Dodge 5.9L Cummins CR ","<p align=""left"">Those who insist upon the best will demand the Bosch name every time. When you choose Bosch common rail injectors for your 2003-2007 Dodge 5.9L Cummins Diesel, you'll get more power, better mileage, smoother idle, increased longevity and a superior warranty from the best name in the diesel industry. Bosch is the Original Equipment manufacture of 2003-2007 Dodge 5.9L Cummins injectors. Please check out our selection of our Bosch diesel injector’s and some related parts below. If you don’t see what you are looking for please feel free to give us a call.</p>
<br />
<div style=""text-align:center;"" width=""100%"">
<div style=""display: inline-block;"">&nbsp;&nbsp;&nbsp;&bull;&nbsp;2003-2004 305HP Dodge Diesel Fuel Injectors</div>
<div style=""display: inline-block;"">&nbsp;&nbsp;&nbsp;&bull;&nbsp;2004.5-2007 325HP Dodge Diesel Fuel injectors</div>
<div style=""display: inline-block;"">&nbsp;&nbsp;&nbsp;&bull;&nbsp;2003-2007 Dodge Diesel Fuel Rail</div>
<div style=""display: inline-block;"">&nbsp;&nbsp;&nbsp;&bull;&nbsp;2003-2007 Dodge Diesel Fuel Inlet Tube </div>
<div style=""display: inline-block;"">&nbsp;&nbsp;&nbsp;&bull;&nbsp;2003-2007 Fuel Injector Installation Parts</div>
</p>
<p style=""clear:both;""></p>


","","1175496","https://usdieselparts.com/images/F144554794","OEM Bosch Injectors - 2003 - 2007 Dodge 5.9L Cummins Common Rail injectors. When 
    you choose Bosch common rail injectors for your 5.9L Cummins, you'll get more power, 
    better mileage, smoother idle, increased longevity and a superior warranty from the best name in the diesel industry.","OEM, OE, bosch, diesel, injectors, dodge, 5.9l, cummins, common, rail","OEM Diesel Injectors - 2003 - 2007 Dodge 5.9L Cummins CR ","504","Dodge>2003 - 2007 5.9L Dodge Cummins>Fuel System Components - 03-07 Dodge 5.9L Cummins>Injectors - 03-07 Dodge 5.9L>Bosch Diesel Injectors - 03-07 Dodge 5.9L Cummins CR ","2015-10-30 22:38:54",""
"Injectors - 03-07 Dodge 5.9L","BD Diesel - Injectors - 03-07 Dodge 5.9L Cummins CR ","<div id=""lpwrapper"">
<br />      
  <p align=""left""><b>BD Diesel - Injectors - 2003 - 2007 Dodge 5.9L Cummins Common Rail</b><br>
BD Diesel is well known nation wide for quality and reliability when it comes to stock or performance diesel parts and products.</p>
</div>","","1175497","https://usdieselparts.com/images/F144591081","","2001, 2002, 2003, 2004, 2005, 2006, 2007, USDieselParts, diesel, injectors, dodge, 5.9l, cummins, common, rail, 2500, 3500, good, best, upgrade, new, reman, remanufactured","BD Diesel - Injectors - 03-07 Dodge 5.9L Cummins CR ","500","Dodge>2003 - 2007 5.9L Dodge Cummins>Fuel System Components - 03-07 Dodge 5.9L Cummins>Injectors - 03-07 Dodge 5.9L>BD Diesel - Injectors - 03-07 Dodge 5.9L Cummins CR ","2015-10-31 04:38:54",""
"Injectors - 03-07 Dodge 5.9L","Dynomite Diesel Injectors - 03-07 Dodge 5.9L Cummins CR ","
<div id=""lpwrapper"">
<center><img src=""../files/images/DDP_59CR_Banner.jpg"" width=""850"" border=""0"" height=""200""></center>
<center>
<div class=""QuickTitle"" style=""text-align: center; border-radius: 14px 14px 0 0;"">Dynomite Diesel Injectors & Nozzles - 2003 - 2007 Dodge 5.9L Cummins Common Rail</div>
</center>
  <p align=""left"">
    Dynomite Diesel Products started out as the secret the pro's used to win - 
    their ace in the hole! They quickly became well known on the diesel scene 
    for their ability to produce THE best high performance injectors and nozzles 
    available. Dynomite uses Bosch injectors as their base platform and uses a precision extrude honing process to build their renowned performance injectors. Whether you are looking to dominate the competition or simply give your stock truck 
    some more pulling power, investing in a set of Dynomite Diesel injectors or 
    nozzles is a good decision. </p>
</div>
","","1175498","https://usdieselparts.com/images/F142559795","Dynomite Diesel Injectors - 2003 - 2007 Dodge 5.9L Cummins Common Rail injectors. When 
    you choose Dynomite common rail injectors for your 5.9L Cummins, you'll get more power, 
    better mileage, smoother idle, increased longevity and a superior warranty from the best name in the diesel industry.","Dynomite , diesel, injectors, dodge, 5.9l, cummins, common, rail","Dynomite Diesel Injectors - 2003 - 2007 Dodge 5.9L Cummins CR ","500","Dodge>2003 - 2007 5.9L Dodge Cummins>Fuel System Components - 03-07 Dodge 5.9L Cummins>Injectors - 03-07 Dodge 5.9L>Dynomite Diesel Injectors - 03-07 Dodge 5.9L Cummins CR ","2015-10-31 04:38:54",""
"Injectors - 03-07 Dodge 5.9L","Industrial Injection Diesel Injectors - 03-07 Dodge 5.9L Cummins CR ","<div id=""lpwrapper"">
<center><img src=""../files/images/IND_59CR_Banner.jpg"" width=""850"" border=""0"" height=""200"" class=""img2""></center>
  <p align=""left""><b>Industrial Injection Diesel Injectors - 2003 - 2007 Dodge 5.9L Cummins Common Rail</b><br>
Industrial Injection's line of Cummins diesel injectors have proven year after year that Industrial Injection is THE direct source for your Dodge diesel pickup. Their trained professionals build injectors every day in multiple options that will suit everyone's needs. So whether you're looking for more towing power and better mileage, better street performance or big power at the track, then Industrial Injection makes the injector for you. </p>
</div>","","1175499","https://usdieselparts.com/images/F142559814","Industrial Injection Diesel Injectors - 2003 - 2007 Dodge 5.9L Cummins Common Rail injectors. Industrial Injection's line of Cummins diesel injectors have proven year after year that Industrial Injection is THE direct source for your Dodge diesel pickup.","Industrial, Injection, diesel, injectors, dodge, 5.9l, cummins, common, rail","Industrial Injection Diesel Injectors - 2003 - 2007 Dodge 5.9L Cummins CR ","503","Dodge>2003 - 2007 5.9L Dodge Cummins>Fuel System Components - 03-07 Dodge 5.9L Cummins>Injectors - 03-07 Dodge 5.9L>Industrial Injection Diesel Injectors - 03-07 Dodge 5.9L Cummins CR ","2015-10-31 10:38:54",""
"2011 - 2016 6.6L Duramax LML","Gauges & Gauge Holders - GM Duramax LML","<p>Auto Meter and ISSPRO Gauges, Gauge Holders and Gauge related accessories for 2011+ Chevy and GMC LML 6.6L Duramax Diesel Trucks  -  A great gauge display can not only be functional but the perfect way to customize your diesel truck.  Keep your diesels feedback readable at a glance and do so with style that fits your tastes.</p>","","1175809","https://usdieselparts.com/images/F142727190","Auto Meter and ISSPRO Gauges, Gauge Holders and Gauge related accessories for 2011+ Chevy and GMC LML 6.6L Duramax Diesel Trucks","AutoMeter, Isspro, gauges, gauge holders, gauge, holder, Chevy, Duramax, GMC, 2011, 2012, 2013, 2014, 2015, 2016, 6.6, 6.6L, diesel","Gauges Gauge Holders Chevy Duramax","390","Chevy / GMC>2011 - 2016 6.6L Duramax LML>Gauges & Gauge Holders - GM Duramax LML","2013-05-31 23:37:28",""
